Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,Re,alpha
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,-0.5089283868269524
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,-0.23859391915306843
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,0.03174054852081557
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,0.30207501619469956
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,0.5724094838685836
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,0.8427439515424676
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,1.1130784192163516
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,1.3834128868902356
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,-0.0026843881505807603,1.6537473545641197
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,-1.5902662575224884
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,-1.3199317898486045
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,-1.0495973221747203
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,-0.7792628545008364
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,-0.5089283868269524
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,-0.23859391915306843
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,0.03174054852081557
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,0.30207501619469956
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,0.5724094838685836
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,0.8427439515424676
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,1.1130784192163516
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,1.3834128868902356
-0.3399044897954996,2.9976020729804906,-2.1048031620788152,2.1468423688309386,-1.0945361798229243,1.3083870330047616,-0.12820598571135502,1.4120045016209468,2.3307233607193014,1.1246205340902828,2.2373361095591773,0.6105160003947411,2.112295535330854,0.7056330932906137,0.18946992995890086,-0.170258066700573,1.2194443262229673,1.6537473545641197
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,-1.5902662575224884
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,-1.3199317898486045
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,-1.0495973221747203
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,-0.7792628545008364
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,-0.5089283868269524
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,-0.23859391915306843
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,0.03174054852081557
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-1.2248131025241287,0.30207501619469956
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,-1.5902662575224884
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,-1.3199317898486045
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,-1.0495973221747203
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,-0.7792628545008364
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,-0.5089283868269524
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,-0.23859391915306843
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,0.03174054852081557
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,0.30207501619469956
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,-0.0026843881505807603,0.5724094838685836
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,1.2194443262229673,-1.5902662575224884
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,1.2194443262229673,-1.3199317898486045
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,1.2194443262229673,-1.0495973221747203
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,1.2194443262229673,-0.7792628545008364
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,1.2194443262229673,-0.5089283868269524
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,1.2194443262229673,-0.23859391915306843
-0.8554919060759291,-0.4109507614495749,-0.5287264775387667,0.25306484874885216,-0.5405539072926647,0.47862130566376765,0.1814021959534355,0.3185933506743287,0.6974253649429012,0.822067358396188,0.6908833405986818,0.8664818127804749,1.0904561000789306,0.4325945311892802,0.6730535848716511,-0.6566872423827363,1.2194443262229673,0.03174054852081557
